Fuel_consumption,Engine_speed,Engine_coolant_temperature,Current_Gear,transmition_oil_temperature,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Indication_of_brake_switch_ON/OFF
0,1663,85,6,90,62,-2.6,2,2
204.8,1222,85,6,90,55,-2.4,2,2
320,1199,86,5,90,47,-2.6,2,2
294.4,1059,85,5,90,39,-2.6,2,2
320,923,85,4,90,30,-3.1,2,2
320,875,85,4,90,20,-2.9,2,2
384,889,85,3,90,13,-1.2,2,2
396.8,843,85,3,90,11,-1.1,2,2
409.6,829,85,3,90,5,-2,2,2
384,793,85,1,90,0,-0.9,2,2
320,707,85,1,90,0,-0.1,2,2
307.2,668,85,1,90,0,-0.1,2,2
307.2,669,85,1,90,0,-0.1,2,2
294.4,667,85,1,90,0,-0.1,2,2
294.4,666,85,1,90,0,-0.1,2,2
307.2,667,85,1,90,0,-0.1,2,2
307.2,664,86,1,90,0,-0.1,2,2
294.4,672,86,1,90,0,0,1,1
345.6,732,86,1,90,0,0.3,1,1
409.6,896,86,1,90,2,0.4,2,2
358.4,772,86,1,90,3,-0.3,2,2
371.2,767,86,1,90,2,-0.4,2,2
371.2,771,87,1,90,2,0.2,1,1
716.8,1200,87,1,90,5,1,1,1
384,1076,87,1,90,6,-0.3,2,2
281.6,867,87,1,90,6,-0.2,1,1
371.2,955,87,1,90,6,0,1,1
665.6,1319,87,1,90,7,0.6,1,1
396.8,1283,87,1,90,8,-0.1,2,2
281.6,917,87,1,90,8,-0.2,1,1
729.6,1418,87,1,90,9,0.4,1,1
921.6,1847,87,1,90,11,0.5,1,1
1100.8,2009,86,1,90,14,0.7,1,1
844.8,1670,86,2,90,16,0.4,1,1
576,1690,86,2,90,17,0,1,1
588.8,1725,85,2,90,17,0,1,1
640,1767,85,2,90,18,0,1,1
563.2,1720,85,2,90,18,-0.1,2,2
396.8,1539,84,2,90,17,-0.4,1,1
345.6,1385,84,2,90,16,-0.4,1,1
908.8,1699,84,2,90,17,0.3,1,1
1382.4,2005,84,2,90,19,0.9,1,1
1382.4,2176,84,2,90,22,0.7,1,1
486.4,1913,84,2,90,23,-0.6,2,2
371.2,1263,84,3,90,20,-1.5,2,2
422.4,1065,84,3,90,15,-1.8,2,2
448,945,84,3,90,9,-1.9,2,2
435.2,880,84,3,90,6,-0.3,1,1
550.4,1147,84,1,90,6,0.4,1,1
384,1202,84,1,90,7,0,1,1
537.6,1193,84,1,90,8,0.2,1,1
729.6,1707,84,1,90,10,0.5,1,1
345.6,1374,84,1,90,10,-0.2,2,2
294.4,1001,84,1,90,10,-0.2,1,1
409.6,1072,84,1,90,10,-0.2,1,1
755.2,1756,84,1,90,11,0.2,1,1
1190.4,1994,84,1,90,13,0.9,1,1
768,1642,84,2,90,16,0.3,1,1
409.6,1487,84,2,90,16,-0.3,1,1
332.8,1311,84,2,90,15,-0.4,1,1
268.8,1155,84,2,90,14,-0.4,1,1
409.6,1174,84,2,90,13,-0.2,1,1
1088,1673,84,2,90,15,0.7,1,1
1344,1910,84,2,90,18,0.9,1,1
1280,2049,84,2,90,21,0.7,1,1
460.8,1837,85,2,90,22,-0.2,2,2
371.2,1299,84,3,90,21,-0.3,1,1
396.8,1317,84,3,90,21,-0.2,1,1
358.4,1255,84,3,90,21,-0.3,1,1
320,1182,84,3,90,20,-0.3,1,1
320,1122,84,3,90,19,-0.3,2,2
320,1097,84,3,90,19,-0.4,2,2
320,1055,84,3,90,17,-1,2,2
332.8,980,84,3,90,15,-0.5,2,2
345.6,911,84,3,90,13,-0.8,2,2
371.2,870,84,3,90,12,-0.1,1,1
985.6,1427,84,3,90,13,0.6,1,1
678.4,1343,84,3,90,15,0.4,2,2
358.4,1068,84,3,90,16,-0.3,2,2
332.8,990,84,3,90,15,-0.5,2,2
332.8,944,84,3,90,14,-0.2,1,1
320,934,84,3,90,14,-0.2,1,1
614.4,1237,84,3,90,15,0.2,1,1
819.2,1377,84,3,90,16,0.4,1,1
742.4,1404,84,3,90,18,0.3,1,1
358.4,1168,84,3,90,18,-0.2,1,1
320,1088,85,3,90,18,-0.3,2,2
320,1038,85,3,90,17,-0.7,2,2
345.6,950,85,3,90,13,-1.3,2,2
409.6,874,85,3,90,10,-1.2,2,2
396.8,833,85,3,90,6,-1.4,2,2
371.2,789,85,1,90,2,-0.9,2,2
345.6,744,85,1,90,0,-0.5,2,2
294.4,679,85,1,90,0,-0.1,2,2
294.4,666,85,1,90,0,-0.1,2,2
307.2,667,85,1,90,0,-0.1,2,2
307.2,668,86,1,90,0,-0.1,2,2
294.4,665,86,1,90,0,-0.1,2,2
294.4,667,86,1,90,0,-0.1,2,2
307.2,666,86,1,90,0,-0.1,2,2
307.2,666,86,1,90,0,-0.1,2,2
307.2,666,86,1,90,0,-0.1,2,2
307.2,666,86,1,90,0,-0.1,2,2
307.2,665,86,1,90,0,-0.1,2,2
320,665,86,1,90,0,-0.1,2,2
320,669,86,1,90,0,-0.1,2,2
320,666,86,1,90,0,-0.1,2,2
307.2,667,86,1,90,0,-0.1,2,2
320,666,86,1,90,0,-0.1,2,2
320,663,87,1,90,0,-0.1,2,2
320,667,87,1,90,0,-0.1,2,2
307.2,667,87,1,90,0,-0.1,2,2
320,668,87,1,90,0,-0.1,2,2
320,667,87,1,90,0,-0.1,2,2
320,669,87,1,90,0,-0.1,2,2
320,671,87,1,90,0,0,1,1
409.6,787,87,1,90,0,0.4,1,1
627.2,1150,87,1,90,4,0.9,1,1
614.4,1224,87,1,90,6,0.4,1,1
1446.4,1915,87,1,90,11,1.6,1,1
1702.4,2302,87,1,90,15,1.2,1,1
1395.2,2059,87,2,90,19,0.9,1,1
985.6,1900,87,2,90,22,0.3,1,1
652.8,1575,87,3,90,23,0.1,1,1
422.4,1438,87,3,90,23,-0.4,2,2
358.4,1249,86,3,90,19,-1.6,2,2
371.2,1065,85,3,90,16,-1,2,2
396.8,956,85,3,90,13,-0.6,2,2
396.8,888,84,3,90,11,-1,2,2
396.8,853,84,3,90,7,-1.4,2,2
384,821,84,1,90,3,-1.3,2,2
384,776,84,1,90,0,-0.7,2,2
332.8,695,84,1,90,0,-0.1,2,2
320,674,84,1,90,0,0.1,2,2
307.2,672,84,1,90,0,0.2,1,1
576,967,84,1,90,2,0.7,1,1
1267.2,1703,84,1,90,8,1.8,1,1
819.2,1847,84,1,90,11,0.3,1,1
576,1447,84,2,90,12,0.2,1,1
358.4,1130,84,2,90,12,-0.3,1,1
294.4,992,84,2,90,12,-0.3,1,1
281.6,927,84,2,90,11,-0.3,1,1
268.8,884,85,2,90,11,-0.3,2,2
281.6,839,85,2,90,10,-0.5,2,2
294.4,806,85,2,90,8,-0.9,2,2
345.6,780,85,1,90,4,-1.2,2,2
396.8,772,85,1,90,0,-0.8,2,2
358.4,714,85,1,90,0,-0.1,2,2
307.2,676,85,1,90,0,0.1,1,1
435.2,843,85,1,90,2,0.4,1,1
652.8,1235,85,1,90,5,0.9,1,1
537.6,1227,86,1,90,7,0.2,1,1
678.4,1510,86,1,90,9,0.4,1,1
524.8,1590,86,1,90,10,0,1,1
870.4,1823,86,1,90,11,0.5,1,1
806.4,1554,86,2,90,13,0.5,1,1
768,1575,86,2,90,15,0.3,1,1
422.4,1423,86,2,90,15,-0.3,2,2
294.4,1219,86,2,90,15,-0.4,2,2
268.8,1051,86,2,90,14,-0.4,1,1
358.4,1245,86,2,90,13,-0.2,2,2
256,1015,85,2,90,12,-0.4,1,1
396.8,1156,85,2,90,12,-0.1,1,1
972.8,1521,85,2,90,13,0.6,1,1
1958.4,2096,84,2,90,18,1.6,1,1
998.4,2067,84,2,90,21,0.3,1,1
332.8,1412,84,3,90,21,-0.3,1,1
1036.8,1625,84,3,90,22,0.3,1,1
1574.4,1902,84,3,90,25,0.7,1,1
512,1665,84,3,90,25,-0.1,1,1
819.2,1756,84,3,90,26,0.1,2,2
473.6,1630,84,3,90,25,-0.5,2,2
435.2,1505,84,3,90,24,-0.5,1,1
1984,2139,84,3,90,25,0.5,1,1
1395.2,2572,84,2,90,27,0.2,2,2
332.8,1580,84,3,90,26,-1,2,2
435.2,1485,84,3,90,24,-0.6,2,2
409.6,1316,84,3,90,20,-1.6,2,2
422.4,1091,84,3,90,15,-1.5,2,2
460.8,953,84,3,90,11,-1.6,2,2
435.2,869,84,3,90,9,-0.1,2,2
409.6,830,84,3,90,8,-0.3,2,2
396.8,837,84,3,90,7,-0.5,2,2
332.8,818,84,1,90,6,-0.4,2,2
307.2,811,84,1,90,6,-0.3,1,1
409.6,974,84,1,90,6,0.1,1,1
921.6,1548,84,1,90,8,1.1,1,1
691.2,1775,84,1,90,11,0.2,1,1
1152,1865,84,1,90,13,0.9,1,1
1139.2,1787,84,2,90,16,0.8,1,1
793.6,1831,85,2,90,18,0.2,2,2
371.2,1574,85,2,90,17,-1.2,2,2
320,1148,85,2,90,11,-2.9,2,2
499.2,903,85,1,90,2,-2.2,2,2
422.4,837,85,1,90,0,-0.1,2,2
384,743,85,1,90,0,-0.1,2,2
345.6,698,85,1,90,0,-0.1,2,2
332.8,683,85,1,90,0,-0.1,2,2
307.2,676,85,1,90,0,-0.1,2,2
307.2,669,85,1,90,0,-0.1,2,2
320,670,85,1,90,0,-0.1,2,2
307.2,667,85,1,90,0,-0.1,2,2
307.2,665,85,1,90,0,-0.1,2,2
320,669,85,1,90,0,-0.1,2,2
307.2,663,85,1,90,0,-0.1,2,2
320,664,85,1,90,0,-0.1,2,2
320,663,86,1,90,0,-0.1,2,2
307.2,661,86,1,90,0,-0.1,2,2
320,668,86,1,90,0,0,2,2
332.8,696,86,1,90,0,0.2,1,1
371.2,737,86,1,90,2,0.1,2,2
384,752,86,1,90,0,-0.6,2,2
358.4,711,86,1,90,0,-0.6,2,2
332.8,671,86,1,90,0,-0.1,2,2
332.8,665,87,1,90,0,-0.1,2,2
345.6,665,87,1,90,0,-0.1,2,2
345.6,668,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,668,87,1,90,0,-0.2,2,2
345.6,671,87,1,90,0,-0.2,2,2
332.8,671,87,1,90,0,-0.1,2,2
332.8,669,87,1,90,0,-0.1,2,2
345.6,669,87,1,90,0,-0.1,2,2
332.8,672,87,1,90,0,0.1,1,1
384,747,87,1,90,0,0.3,1,1
627.2,1137,87,1,90,4,0.8,1,1
627.2,1223,87,1,90,6,0.5,1,1
640,1403,87,1,90,8,0.2,1,1
1177.6,1833,87,1,90,11,1,1,1
1369.6,2024,87,1,90,14,0.9,1,1
1228.8,1894,87,2,90,18,0.7,1,1
499.2,1722,87,2,90,19,-0.3,1,1
704,1789,87,2,90,19,-0.1,1,1
1241.6,2070,86,2,90,20,0.6,1,1
1190.4,2099,86,2,90,22,0.5,1,1
768,1637,85,3,90,24,0.1,1,1
1740.8,2010,85,3,90,26,0.8,1,1
1715.2,2122,84,3,90,29,0.8,1,1
1356.8,2174,84,3,90,32,0.4,1,1
448,1843,84,3,90,33,-0.2,1,1
576,1653,83,4,90,34,-0.3,2,2
486.4,1633,83,4,90,33,-1.2,2,2
307.2,1433,83,4,90,31,-1.6,2,2
0,1291,83,4,90,29,-1.2,2,2
0,1291,83,4,90,28,-0.6,1,1
0,1318,83,4,90,28,-0.6,2,2
64,1214,83,4,90,27,-1.2,2,2
307.2,998,83,4,90,25,-0.9,1,1
307.2,978,83,4,90,26,-0.4,1,1
422.4,1221,83,4,90,27,-0.3,1,1
422.4,1331,84,4,90,29,-0.3,1,1
268.8,1097,84,4,90,30,-0.4,1,1
345.6,1234,84,4,90,31,-0.4,1,1
576,1581,84,4,90,32,-0.2,1,1
1100.8,1755,84,4,90,34,0.1,1,1
486.4,1685,84,4,90,36,-0.4,1,1
76.8,1732,84,4,90,37,-0.6,1,1
0,1753,84,4,90,37,-0.6,1,1
0,1756,84,4,90,37,-0.7,2,2
0,1727,84,4,90,36,-1,2,2
0,1572,84,4,90,33,-1.7,2,2
0,1469,84,4,90,31,-1.1,2,2
102.4,1188,84,4,90,27,-1.9,2,2
307.2,987,84,4,90,23,-0.8,2,2
396.8,1179,84,3,90,21,-0.6,1,1
422.4,1264,84,3,90,20,-0.3,2,2
371.2,1170,84,3,90,19,-0.7,2,2
345.6,1047,83,3,90,16,-0.8,2,2
371.2,981,83,3,90,15,-0.3,2,2
332.8,944,83,3,90,14,-0.2,2,2
358.4,955,83,3,90,14,-0.1,1,1
819.2,1391,83,3,90,15,0.4,1,1
601.6,1308,83,3,90,16,0.3,1,1
332.8,1089,83,3,90,17,-0.2,2,2
294.4,1025,83,3,90,16,-0.3,2,2
294.4,979,83,3,90,15,-0.4,2,2
307.2,944,83,3,90,14,-0.5,2,2
371.2,972,83,3,90,13,-0.1,1,1
614.4,1240,83,3,90,14,0.2,1,1
1126.4,1577,83,3,90,16,0.6,1,1
998.4,1579,84,3,90,19,0.5,1,1
755.2,1467,84,3,90,20,0.1,1,1
1152,1689,84,3,90,22,0.6,1,1
896,1611,84,3,90,24,0.3,1,1
1292.8,1690,84,3,90,26,0.7,1,1
1510.4,1826,84,3,90,28,0.8,1,1
1369.6,1966,84,3,90,31,0.6,1,1
1216,1917,84,3,90,32,0.3,1,1
1433.6,1646,84,4,90,33,0.6,1,1
614.4,1608,84,4,90,34,-0.2,2,2
89.6,1518,84,4,90,32,-0.7,2,2
0,1414,84,4,90,29,-0.8,2,2
76.8,1197,84,4,90,27,-0.5,2,2
281.6,982,85,4,90,25,-0.7,2,2
307.2,968,85,4,90,23,-0.6,1,1
806.4,1497,85,3,90,22,0.1,1,1
512,1439,84,3,90,21,-0.3,1,1
1280,1692,84,3,90,20,-0.2,1,1
3072,2547,84,2,90,24,1.1,1,1
3481.6,3051,84,2,90,30,1.4,1,1
2470.4,2546,84,3,90,34,1,1,1
2649.6,2588,84,3,90,37,0.9,1,1
2406.4,2431,84,4,90,40,0.6,1,1
1497.6,2108,84,4,90,42,0.3,1,1
460.8,1633,84,5,90,42,-0.2,1,1
870.4,1634,84,5,90,43,0,1,1
1062.4,1671,83,5,90,43,0.1,1,1
1305.6,1584,83,5,90,45,0.2,1,1
1139.2,1603,83,5,90,46,0.1,1,1
281.6,1548,83,5,90,45,-1.2,2,2
0,1404,83,5,90,41,-1.8,2,2
115.2,1099,83,5,90,36,-1.7,2,2
358.4,976,84,5,90,32,-1.9,2,2
307.2,982,84,4,90,28,-1.3,2,2
294.4,912,84,4,90,24,-1.6,2,2
307.2,924,84,3,90,18,-1.9,2,2
396.8,943,84,3,90,13,-1.8,2,2
409.6,844,84,3,90,8,-1.5,2,2
396.8,849,84,3,90,7,-0.1,1,1
307.2,814,85,1,90,6,-0.6,2,2
307.2,771,85,1,90,4,-0.9,2,2
384,773,85,1,90,3,-0.6,2,2
384,764,85,1,90,0,-0.5,2,2
345.6,705,86,1,90,0,-0.5,2,2
294.4,664,86,1,90,0,-0.4,2,2
307.2,661,86,1,90,0,-0.2,2,2
320,665,86,1,90,0,-0.2,2,2
320,664,86,1,90,0,-0.2,2,2
320,669,86,1,90,0,-0.2,2,2
307.2,668,87,1,90,0,-0.2,2,2
307.2,667,87,1,90,0,-0.2,2,2
320,667,87,1,90,0,-0.2,2,2
320,670,87,1,90,0,-0.2,2,2
307.2,670,87,1,90,0,-0.2,2,2
307.2,671,87,1,90,0,-0.2,2,2
307.2,666,87,1,90,0,-0.2,2,2
307.2,672,87,1,90,0,-0.2,2,2
307.2,671,87,1,90,0,-0.2,2,2
320,669,87,1,90,0,-0.2,2,2
307.2,668,87,1,90,0,-0.2,2,2
320,668,87,1,90,0,-0.2,2,2
320,669,87,1,90,0,-0.2,2,2
307.2,666,87,1,90,0,-0.2,2,2
320,668,87,1,90,0,-0.2,2,2
332.8,668,87,1,90,0,-0.2,2,2
320,666,87,1,90,0,-0.2,2,2
332.8,670,87,1,90,0,-0.2,2,2
332.8,671,87,1,90,0,-0.2,2,2
332.8,670,87,1,90,0,-0.2,2,2
332.8,670,87,1,90,0,-0.2,2,2
332.8,669,87,1,90,0,-0.2,2,2
332.8,670,87,1,90,0,-0.2,2,2
332.8,668,87,1,90,0,-0.2,2,2
332.8,669,87,1,90,0,-0.2,2,2
332.8,670,87,1,90,0,-0.2,2,2
332.8,672,87,1,90,0,-0.2,2,2
345.6,668,87,1,90,0,-0.2,2,2
332.8,668,87,1,90,0,-0.2,2,2
332.8,668,87,1,90,0,-0.2,2,2
332.8,669,87,1,90,0,-0.2,2,2
332.8,667,87,1,90,0,-0.2,2,2
332.8,670,87,1,90,0,-0.1,1,1
358.4,708,87,1,90,0,0.2,1,1
371.2,748,87,1,90,2,0.2,2,2
384,750,87,1,90,3,-0.5,2,2
384,750,87,1,90,0,-0.9,2,2
332.8,682,87,1,90,0,-0.3,2,2
332.8,666,87,1,90,0,-0.1,1,1
345.6,710,87,1,90,0,0.3,1,1
550.4,976,87,1,90,3,0.6,1,1
857.6,1378,87,1,90,7,0.9,1,1
1292.8,1896,87,1,90,11,1.2,1,1
1600,2185,87,1,90,15,1.1,1,1
665.6,1695,87,2,90,17,0,1,1
704,1718,86,2,90,18,0,1,1
921.6,1934,86,2,90,19,0.3,1,1
716.8,1722,86,2,90,20,0.1,1,1
1036.8,1611,85,3,90,22,0.5,1,1
857.6,1574,85,3,90,24,0.3,1,1
563.2,1603,84,3,90,25,0,1,1
1126.4,1835,84,3,90,26,0.4,1,1
563.2,1723,84,3,90,27,-0.1,1,1
1011.2,1857,84,3,90,27,0.2,1,1
793.6,1870,84,3,90,28,0.1,1,1
422.4,1698,84,3,90,28,-0.4,2,2
396.8,1581,84,3,90,26,-1.2,2,2
384,1358,84,3,90,21,-1.3,2,2
345.6,1194,84,3,90,19,-0.8,2,2
332.8,1052,84,3,90,16,-1.1,2,2
384,963,84,3,90,14,-0.2,2,2
345.6,929,84,3,90,14,-0.1,1,1
332.8,919,84,3,90,13,-0.1,1,1
652.8,1241,84,3,90,14,0.3,1,1
358.4,1013,84,3,90,14,-0.2,2,2
320,935,84,3,90,14,-0.2,2,2
332.8,904,84,3,90,13,-0.6,1,1
396.8,918,84,3,90,12,0,1,1
691.2,1281,84,3,90,13,0.4,1,1
499.2,1116,84,3,90,13,0.1,1,1
601.6,1216,84,3,90,14,0.2,1,1
537.6,1161,85,3,90,15,0.1,1,1
384,1032,85,3,90,15,0,1,1
473.6,1100,85,3,90,14,0.1,1,1
396.8,1019,85,3,90,14,0,1,1
524.8,1139,85,3,90,14,0.1,1,1
1049.6,1478,85,3,90,15,0.6,1,1
1689.6,1872,85,3,90,18,1.2,1,1
1356.8,1767,85,3,90,20,0.9,1,1
742.4,1509,85,3,90,21,0.2,1,1
1113.6,1629,85,3,90,22,0.5,1,1
2240,2119,86,3,90,25,1.2,1,1
2662.4,2222,86,3,90,29,1.3,1,1
1254.4,1986,85,3,90,31,0.3,1,1
512,1543,85,4,90,31,-0.1,1,1
371.2,1316,85,4,90,29,-0.3,2,2
268.8,1051,85,4,90,26,-1.3,2,2
281.6,927,84,4,90,20,-1.8,2,2
345.6,936,84,3,90,14,-1.8,2,2
409.6,864,84,3,90,8,-1.7,2,2
396.8,823,84,1,90,3,-1.3,2,2
371.2,763,84,1,90,0,-0.4,2,2
307.2,678,84,1,90,0,0,2,2
294.4,664,84,1,90,0,0,2,2
307.2,663,84,1,90,0,0,2,2
307.2,663,84,1,90,0,0,2,2
307.2,664,84,1,90,0,0,2,2
307.2,666,84,1,90,0,0,2,2
320,666,84,1,90,0,0,2,2
307.2,665,84,1,90,0,0,2,2
307.2,664,85,1,90,0,0,2,2
320,667,85,1,90,0,0,2,2
320,667,85,1,90,0,0,2,2
332.8,668,85,1,90,0,0,2,2
320,670,86,1,90,0,0,2,2
332.8,669,86,1,90,0,0,2,2
332.8,669,86,1,90,0,0,2,2
332.8,669,86,1,90,0,0,2,2
332.8,669,86,1,90,0,0,2,2
332.8,671,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,666,87,1,90,0,0,2,2
345.6,670,87,1,90,0,0,2,2
332.8,670,87,1,90,0,0,2,2
332.8,667,87,1,90,0,0,2,2
332.8,665,87,1,90,0,0,2,2
345.6,667,87,1,90,0,0,2,2
332.8,668,87,1,90,0,0,2,2
332.8,670,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
345.6,669,87,1,90,0,0,2,2
332.8,670,87,1,90,0,0,2,2
345.6,668,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,669,88,1,90,0,0,2,2
332.8,669,88,1,90,0,0,2,2
332.8,669,88,1,90,0,0,2,2
332.8,669,88,1,90,0,0,2,2
332.8,669,88,1,90,0,0,2,2
345.6,670,88,1,90,0,0,2,2
332.8,670,87,1,90,0,0,2,2
332.8,670,87,1,90,0,0,2,2
332.8,671,87,1,90,0,0,2,2
332.8,671,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,668,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,672,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
345.6,672,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
320,670,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,667,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,667,87,1,90,0,0,2,2
332.8,670,87,1,90,0,0,2,2
320,670,87,1,90,0,0,2,2
332.8,666,87,1,90,0,0,2,2
332.8,665,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,667,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
332.8,671,87,1,90,0,0,2,2
332.8,668,87,1,90,0,0,2,2
320,666,87,1,90,0,0,2,2
332.8,668,87,1,90,0,0,2,2
332.8,668,87,1,90,0,0,2,2
332.8,672,87,1,90,0,0,2,2
345.6,671,87,1,90,0,0,2,2
320,672,87,1,90,0,0,2,2
332.8,670,87,1,90,0,0,2,2
332.8,673,87,1,90,0,0,2,2
320,668,87,1,90,0,0,2,2
320,669,87,1,90,0,0,2,2
320,668,87,1,90,0,0,2,2
320,666,87,1,90,0,0,2,2
320,669,87,1,90,0,0,2,2
332.8,671,87,1,90,0,0,2,2
320,667,87,1,90,0,0,2,2
320,670,87,1,90,0,0,2,2
320,668,87,1,90,0,0,2,2
332.8,671,87,1,90,0,0,2,2
320,670,87,1,90,0,0,2,2
332.8,669,87,1,90,0,0,2,2
320,669,87,1,90,0,0,2,2
320,668,87,1,90,0,0,2,2
320,670,87,1,90,0,0,2,2
320,670,87,1,90,0,0,2,2
320,670,87,1,90,0,0,2,2
320,669,87,1,90,0,0,2,2
332.8,673,87,1,90,0,0.1,1,1
345.6,716,87,1,90,0,0.3,1,1
435.2,849,87,1,90,1,0.5,1,1
499.2,1044,87,1,90,4,0.6,1,1
793.6,1248,87,1,90,6,0.8,1,1
947.2,1742,87,1,90,10,0.9,1,1
1561.6,2273,87,1,90,14,1.2,1,1
1587.2,2123,87,2,90,18,1.1,1,1
1715.2,2267,86,2,90,22,1,1,1
1830.4,2517,86,2,90,25,0.9,1,1
1753.6,2131,86,3,90,29,0.8,1,1
2137.6,2120,85,3,90,32,0.9,1,1
2227.2,2264,85,3,90,36,0.9,1,1
1420.8,2153,84,4,90,38,0.4,1,1
627.2,1857,84,4,90,38,-0.1,1,1
1254.4,1918,84,4,90,39,0.3,1,1
473.6,1846,84,4,90,39,-0.3,1,1
89.6,1799,83,4,90,38,-0.5,1,1
550.4,1784,83,4,90,37,-0.2,1,1
1011.2,1891,83,4,90,37,0.1,1,1
1331.2,1917,83,4,90,38,0.4,1,1
563.2,1842,83,4,90,38,-0.2,1,1
537.6,1820,83,4,90,38,-0.2,1,1
1216,1854,83,4,90,38,0.3,1,1
1152,1916,83,4,90,40,0.2,1,1
947.2,2023,83,4,90,40,0,1,1
435.2,1859,83,4,90,40,-0.4,1,1
384,1852,84,4,90,39,-0.4,1,1
230.4,1729,84,4,90,37,-0.5,1,1
179.2,1732,84,4,90,36,-0.4,1,1
537.6,1705,84,4,90,35,-0.1,1,1
435.2,1596,84,4,90,35,-0.3,2,2
64,1559,84,4,90,33,-0.7,1,1
0,1475,84,4,90,31,-0.6,1,1
230.4,1417,84,4,90,30,-0.4,1,1
704,1425,84,4,90,29,0,1,1
537.6,1394,84,4,90,29,-0.2,1,1
332.8,1245,84,4,90,28,-0.3,1,1
460.8,1388,84,4,90,28,-0.2,1,1
307.2,1170,84,4,90,27,-0.3,1,1
281.6,979,84,4,90,26,-0.6,2,2
281.6,929,84,4,90,23,-1.1,2,2
281.6,940,84,3,90,20,-0.8,1,1
358.4,1118,84,3,90,19,-0.3,1,1
371.2,1136,84,3,90,18,-0.2,1,1
704,1364,84,3,90,19,0.2,1,1
627.2,1345,84,3,90,19,0.1,1,1
332.8,1152,84,3,90,19,-0.3,1,1
320,1093,84,3,90,19,-0.3,1,1
320,1076,84,3,90,19,-0.3,1,1
320,1064,84,3,90,19,-0.4,1,1
320,1055,84,3,90,18,-1,2,2
384,972,84,3,90,14,-1,1,1
384,920,84,3,90,13,-0.1,1,1
384,881,84,3,90,12,-0.3,2,2
371.2,848,84,3,90,10,-0.8,2,2
409.6,841,84,3,90,7,-1,2,2
358.4,804,84,1,90,5,-0.2,1,1
435.2,893,84,1,90,4,0.3,1,1
550.4,1197,85,1,90,6,0.7,1,1
307.2,948,85,1,90,6,-0.1,1,1
396.8,997,85,1,90,5,0.1,1,1
332.8,901,85,1,90,5,-0.5,2,2
384,789,85,1,90,4,0,2,2
384,783,85,1,90,4,0,1,1
601.6,1075,85,1,90,5,0.7,1,1
614.4,1337,85,1,90,7,-0.1,2,2
435.2,896,85,1,90,4,-0.9,2,2
460.8,899,85,1,90,3,-0.1,1,1
716.8,1135,86,1,90,4,1,1,1
934.4,1545,86,1,90,8,1.1,1,1
1395.2,2084,86,1,90,12,1.2,1,1
972.8,1824,86,2,90,15,0.6,1,1
1177.6,1895,86,2,90,18,0.8,1,1
435.2,1660,86,2,90,18,-0.4,2,2
371.2,1537,85,2,90,17,-0.4,2,2
345.6,1387,85,2,90,15,-0.8,1,1
844.8,1604,85,2,90,14,-0.3,1,1
768,1726,85,2,90,16,-0.1,1,1
563.2,1678,84,2,90,16,0,1,1
563.2,1694,84,2,90,17,0,1,1
870.4,1813,84,2,90,18,0.3,1,1
1305.6,2042,84,2,90,21,0.8,1,1
652.8,1796,84,3,90,22,0,1,1
665.6,1534,84,3,90,23,0.1,2,2
473.6,1410,84,3,90,21,-0.8,2,2
384,1150,84,3,90,17,-2.2,2,2
460.8,1027,84,3,90,15,-0.8,1,1
896,1416,84,3,90,15,0.1,1,1
473.6,1146,84,3,90,16,0,1,1
512,1164,84,3,90,16,0.1,1,1
384,1044,84,3,90,16,-0.2,2,2
371.2,949,84,3,90,13,-1.4,2,2
422.4,890,84,3,90,9,-1.8,2,2
396.8,853,84,3,90,6,-1.1,2,2
358.4,806,84,1,90,4,-0.2,2,2
371.2,786,84,1,90,3,-0.7,2,2
371.2,776,84,1,90,2,-0.5,2,2
345.6,754,84,1,90,0,-0.8,2,2
320,663,84,1,90,0,-0.3,2,2
345.6,673,84,0,90,0,-0.3,2,2
281.6,676,85,0,90,0,-0.3,2,2
256,667,85,0,90,0,-0.3,2,2
230.4,659,85,0,90,0,-0.3,2,2
550.4,1111,93,0,87,0,0,2,2
320,1060,93,0,87,0,-6.4,2,2
268.8,812,93,0,87,0,-0.1,2,2
256,716,93,0,87,0,-0.1,2,2
230.4,698,93,0,87,0,-0.1,2,2
243.2,716,93,0,87,0,-0.1,2,2
230.4,664,92,0,87,0,-0.1,2,2
281.6,630,92,1,87,0,-0.1,2,2
563.2,653,92,1,87,0,0,1,1
